Date,Event Type,Asset,Message,SMP,Price Spike (>$200),Max SMP After Event,Max SMP Growth from Event,Max SMP Date,Max SMP Minutes from Event,Min SMP After Event,Min SMP Reduction from Event,Min SMP Date,Min SMP Minutes from Event,Avg SMP before Event,Avg SMP After Event,Total AB Demand (MW),AB Total Intertie Trade (MW),AB - BC Intertie (MW),AB - MT Intertie (MW),AB - SK Intertie (MW)
2018-04-08 01:29:00,online,Genesee 2,Genesee 2 on line.,33.15,NO,33.15,0.0,2018-04-08 01:29:00,0.0,31.74,4.253393665158367,2018-04-08 02:43:00,74.0,33.510000000000076,31.992999999999874,8979.0,-952.0,-698.0,-254.0,0.0
2018-04-09 00:23:00,offline,line 1,Sheerness 1 off line.,31.75,NO,31.75,0.0,2018-04-09 00:23:00,0.0,30.21,4.850393700787404,2018-04-09 03:00:00,157.0,32.50927777777779,31.48166666666657,8943.0,-919.0,-680.0,-239.0,0.0
2018-04-09 09:07:00,other,other,REMINDER: The current ADaMS certificate will expire Tomorrow  April 10  2018. If you have not yet installed the new certificate please email info@aeso.ca immediately to ensure continued access to ADaMS,46.04,NO,46.06,0.04344048653346366,2018-04-09 10:34:00,87.0,44.65,3.0191138140747142,2018-04-09 12:00:00,173.0,36.933222222222334,45.858666666666814,9874.0,-909.0,-665.0,-247.0,2.0
2018-04-09 20:14:00,offline,Battle 3,Battle River 3 off line.,31.74,NO,31.75,0.0315059861373701,2018-04-09 20:30:00,16.0,27.16,14.429741650913675,2018-04-09 23:10:00,176.0,33.95283333333323,29.867666666666665,9702.0,-886.0,-711.0,-175.0,0.0
2018-04-10 09:26:00,online,Sheerness 1,Sheerness #1 online.,46.06,NO,76.2,65.43638732088579,2018-04-10 11:07:00,101.0,46.06,0.0,2018-04-10 09:26:00,0.0,44.25722222222239,61.00288888888891,9756.0,-853.0,-638.0,-239.0,24.0
2018-04-10 22:43:00,offline,Keephills 3,Keephills 3 off line,31.74,NO,46.06,45.11657214870828,2018-04-10 23:02:00,19.0,31.74,0.0,2018-04-10 22:43:00,0.0,32.661,35.08188888888898,9351.0,-898.0,-643.0,-255.0,0.0
2018-04-11 06:09:00,online,Keephills 3,Keephills 3 on line,33.26,NO,41.25,24.02285027059532,2018-04-11 08:19:00,130.0,31.75,4.539987973541781,2018-04-11 07:00:00,51.0,32.190333333333356,35.27988888888897,9447.0,-893.0,-630.0,-265.0,2.0
2018-04-14 00:56:00,offline,Sundance 4,Sundance 4 off line,25.65,NO,26.6,3.70370370370372,2018-04-14 03:36:00,160.0,20.85,18.71345029239765,2018-04-14 02:00:00,64.0,26.544944444444393,23.794999999999977,8753.0,-516.0,-264.0,-252.0,0.0
2018-04-16 08:14:00,online,Sundance 4,Sundance 4 online.,43.43,NO,104.75,141.19272392355512,2018-04-16 10:00:00,106.0,43.43,0.0,2018-04-16 08:14:00,0.0,36.22561111111118,69.74305555555553,9726.0,-603.0,-415.0,-190.0,0.0
2018-04-18 13:01:00,online,Battle 3,Battle River 3 online.,39.86,NO,39.86,0.0,2018-04-18 13:01:00,0.0,36.14,9.332664325137985,2018-04-18 14:45:00,104.0,32.65116666666669,37.989555555555704,9476.0,-560.0,-328.0,-232.0,0.0
2018-04-19 15:13:00,offline,Battle 3,Battle River Unit 3 off line.,33.26,NO,33.26,0.0,2018-04-19 15:13:00,0.0,31.75,4.539987973541781,2018-04-19 17:41:00,148.0,32.93333333333333,33.033055555555656,9545.0,-916.0,-659.0,-257.0,0.0
2018-04-20 06:04:00,offline,Sundance 4,Sundance 4 off line.,31.75,NO,48.41,52.47244094488188,2018-04-20 08:19:00,135.0,27.19,14.362204724409445,2018-04-20 06:26:00,22.0,23.391111111111105,34.13700000000003,8921.0,-692.0,-668.0,-143.0,117.0
2018-04-20 18:11:00,frequency deviation,Frequency 59.847Hz,Frequency excursion to 59.847Hz due to relay operation outside of Alberta.,31.74,NO,31.74,0.0,2018-04-20 18:11:00,0.0,27.19,14.335223692501565,2018-04-20 18:27:00,16.0,32.45444444444446,27.84311111111109,9158.0,-888.0,-631.0,-257.0,0.0
2018-04-21 00:31:00,offline,Sundance 6,Sundance 6 off line.,27.16,NO,27.18,0.07363770250368162,2018-04-21 02:09:00,98.0,27.07,0.3313696612665673,2018-04-21 01:09:00,38.0,27.16722222222219,27.14155555555549,8494.0,-688.0,-631.0,-205.0,147.0
2018-04-21 05:02:00,offline,line 1,Sheerness 1 off line.,27.16,NO,27.17,0.03681885125184081,2018-04-21 05:07:00,5.0,24.82,8.615611192930784,2018-04-21 07:06:00,124.0,27.159666666666677,26.925722222222223,8373.0,-725.0,-696.0,-176.0,147.0
2018-04-21 23:33:00,online,line 1,Sheerness 1 on line.,27.16,NO,27.17,0.03681885125184081,2018-04-22 00:13:00,40.0,25.65,5.559646539027985,2018-04-22 02:16:00,163.0,27.172555555555554,26.92755555555557,8877.0,-811.0,-664.0,-247.0,100.0
2018-04-23 03:00:00,online,Sundance 6,Sundance Unit 6 on line.,27.19,NO,33.25,22.28760573740345,2018-04-23 05:30:00,150.0,27.19,0.0,2018-04-23 03:00:00,0.0,30.604388888888707,29.363666666666653,8401.0,-837.0,-596.0,-241.0,0.0
2018-04-24 06:01:00,online,Shepard Energy Centre,Shepard on line,31.74,NO,33.26,4.788909892879656,2018-04-24 08:29:00,148.0,31.74,0.0,2018-04-24 06:01:00,0.0,26.584444444444404,32.03233333333337,8829.0,-475.0,-310.0,-215.0,49.0
2018-04-25 09:33:00,maintenance,AESO,The AESO is doing system maintenance today at 10:05am. ETS/ADaMS will be fully functional; submissions and restatements will be delayed for 25 min. Following that  only DDS submissions and restatements will continue to be delayed until approx. 11:10.,26.71,NO,31.75,18.869337326843883,2018-04-25 12:31:00,178.0,26.71,0.0,2018-04-25 09:33:00,0.0,27.10900000000002,30.229611111111044,9444.0,-504.0,-321.0,-232.0,49.0
2018-04-27 14:34:00,offline,Sundance 6,Sundance 6 off line.,32.76,NO,33.26,1.5262515262515208,2018-04-27 15:04:00,30.0,32.76,0.0,2018-04-27 14:34:00,0.0,31.82294444444446,33.237777777777886,9561.0,-824.0,-644.0,-256.0,76.0
2018-04-27 22:01:00,offline,Keephills 2,Keephills #2 offline.,30.05,NO,30.05,0.0,2018-04-27 22:01:00,0.0,25.7,14.475873544093186,2018-04-28 01:00:00,179.0,30.117666666666715,28.02838888888876,8902.0,-863.0,-684.0,-253.0,74.0
2018-04-28 06:14:00,offline,McNeil 2,McNeil Converter / Path 2 out of service,26.99,NO,33.25,23.19377547239718,2018-04-28 09:10:00,176.0,25.73,4.668395702111883,2018-04-28 07:00:00,46.0,26.520555555555504,27.251166666666577,8063.0,-870.0,-630.0,-241.0,0.0
2018-04-28 14:52:00,online,McNeil 2,McNeil Converter / Path 2 Back in Service,33.26,NO,33.26,0.0,2018-04-28 14:52:00,0.0,31.7,4.690318701142515,2018-04-28 16:09:00,77.0,36.07983333333344,32.127944444444395,9052.0,-897.0,-650.0,-248.0,0.0
2018-04-29 01:38:00,online,Restatements zero,Supply Surplus in effect. Restatements to reduce zero dollar block volume are now permitted within T-2 timeframe.,6.0,NO,6.0,0.0,2018-04-29 01:38:00,0.0,0.0,100.0,2018-04-29 01:41:00,3.0,24.04166666666673,0.1,8283.0,-870.0,-617.0,-249.0,0.0
2018-04-29 01:51:00,online,Restatements zero,Supply Surplus in effect. Restatements to reduce zero dollar block volume are now permitted within T-2 timeframe.,0.0,NO,0.0,INF,2018-04-29 01:51:00,0.0,0.0,0,2018-04-29 01:51:00,0.0,22.193111111111165,0.0,8283.0,-870.0,-617.0,-249.0,0.0
2018-04-29 08:44:00,online,Restatements zero,Supply Surplus is no longer in effect. Restatements to reduce zero dollar block volumes within the T-2 timeframe are no longer permitted.,13.46,NO,27.18,101.93164933135215,2018-04-29 11:43:00,179.0,13.46,0.0,2018-04-29 08:44:00,0.0,0.0,24.169333333333327,8598.0,-899.0,-652.0,-247.0,0.0
2018-04-29 20:24:00,online,Keephills 2,Keephills #2 on line.,30.1,NO,31.75,5.481727574750828,2018-04-29 21:03:00,39.0,29.95,0.4983388704319025,2018-04-29 22:22:00,118.0,28.831222222222266,30.8186111111111,9035.0,-674.0,-470.0,-204.0,0.0
2018-04-30 03:00:00,online,Sundance 6,Sundance #6 on line.,27.18,NO,30.1,10.743193524650474,2018-04-30 05:40:00,160.0,27.18,0.0,2018-04-30 03:00:00,0.0,27.185833333333363,27.5192222222222,8032.0,-649.0,-472.0,-178.0,0.0
2018-04-30 12:23:00,maintenance,AESO,The AESO is doing system maintenance today at 13:10. ETS/ADaMS will be fully functional; submissions and restatements will be delayed for 20 min. Following that  only DDS submissions and restatements will continue to be delayed until approx. 14:10.,40.42,NO,46.0,13.805047006432458,2018-04-30 13:22:00,59.0,37.12,8.164275111331031,2018-04-30 13:00:00,37.0,41.92399999999991,41.59955555555564,9389.0,-637.0,-466.0,-173.0,3.0
2018-05-01 02:14:00,online,Restatements zero,Supply Surplus in effect. Restatements to reduce zero dollar block volume are now permitted within T-2 timeframe.,0.0,NO,0.0,INF,2018-05-01 02:14:00,0.0,0.0,0,2018-05-01 02:14:00,0.0,8.950611111111094,0.0,8135.0,-661.0,-520.0,-138.0,0.0
2018-05-01 05:25:00,online,Restatements zero,Supply Surplus is no longer in effect. Restatements to reduce zero dollar block volumes within the T-2 timeframe are no longer permitted.,14.0,NO,27.18,94.14285714285715,2018-05-01 07:11:00,106.0,14.0,0.0,2018-05-01 05:25:00,0.0,0.15555555555555556,23.236833333333294,8283.0,-639.0,-441.0,-197.0,0.0
2018-05-04 22:08:00,offline,Genesee 3,Genesee 3 off line.,27.18,NO,27.19,0.03679175864605977,2018-05-04 22:57:00,49.0,24.56,9.639440765268581,2018-05-04 22:40:00,32.0,29.680555555555596,26.96138888888891,8901.0,-990.0,-699.0,-242.0,-51.0
2018-05-06 15:38:00,online,Genesee 3,Genesee 3 online.,31.75,NO,33.26,4.7559055118110205,2018-05-06 16:07:00,29.0,31.75,0.0,2018-05-06 15:38:00,0.0,31.742999999999927,33.14172222222236,9057.0,-805.0,-624.0,-230.0,49.0
2018-05-08 22:32:00,offline,Sundance 6,Sundance 6 off line.,30.85,NO,31.74,2.88492706645056,2018-05-08 22:43:00,11.0,26.91,12.771474878444089,2018-05-09 01:18:00,166.0,32.27583333333331,28.451666666666593,9069.0,-739.0,-358.0,-251.0,-130.0
2018-05-09 11:35:00,offline,Path 83,Path 83 out of service.,31.5,NO,31.5,0.0,2018-05-09 11:35:00,0.0,27.19,13.682539682539673,2018-05-09 12:20:00,45.0,27.987611111111093,30.6551111111111,9427.0,-549.0,-481.0,-67.0,0.0
2018-05-09 22:28:00,offline,Keephills 1,Keephills 1 off line,31.5,NO,31.5,0.0,2018-05-09 22:28:00,0.0,27.18,13.714285714285712,2018-05-09 23:21:00,53.0,31.38888888888889,28.32655555555552,8975.0,-664.0,-614.0,0.0,-51.0
2018-05-11 01:19:00,online,Sundance 6,Sundance 6 on line,27.18,NO,27.18,0.0,2018-05-11 01:19:00,0.0,27.18,0.0,2018-05-11 01:19:00,0.0,30.07961111111103,27.17999999999999,8460.0,-722.0,-578.0,0.0,-144.0
2018-05-11 16:26:00,frequency deviation,Frequency 59.877,Frequency to 59.877 Hz due to disturbance outside of the AIES,45.01,NO,45.01,0.0,2018-05-11 16:26:00,0.0,33.26,26.10530993112642,2018-05-11 19:00:00,154.0,41.79844444444449,41.12300000000014,9531.0,-721.0,-623.0,0.0,-98.0
2018-05-12 00:59:00,online,Keephills 1,Keephills #1 on line.,26.8,NO,26.8,0.0,2018-05-12 00:59:00,0.0,25.86,3.5074626865671643,2018-05-12 03:00:00,121.0,28.745666666666697,26.501111111111065,8392.0,-625.0,-625.0,0.0,0.0
2018-05-13 11:38:00,offline,line 2,Sheerness 2 off line.,31.74,NO,31.75,0.0315059861373701,2018-05-13 13:28:00,110.0,31.74,0.0,2018-05-13 11:38:00,0.0,27.876333333333317,31.743888888888836,9123.0,-646.0,-648.0,0.0,0.0
2018-05-13 17:49:00,offline,Keephills 1,Keephills 1 off line.,55.0,NO,55.0,0.0,2018-05-13 17:49:00,0.0,44.12,19.78181818181819,2018-05-13 20:39:00,170.0,34.46955555555567,45.99338888888893,9356.0,-636.0,-633.0,0.0,0.0
2018-05-14 03:09:00,online,line 2,Sheerness 2 on line.,27.18,NO,31.0,14.054451802796164,2018-05-14 05:00:00,111.0,27.18,0.0,2018-05-14 03:09:00,0.0,29.267500000000055,27.314055555555626,8178.0,-770.0,-642.0,0.0,-128.0
2018-05-14 16:03:00,offline,Sundance 6,Sundance 6 off line,798.82,YES,999.99,25.18339550837485,2018-05-14 16:30:00,27.0,473.0,40.7876618011567,2018-05-14 19:00:00,177.0,711.7611666666668,896.3868333333371,9967.0,-532.0,-603.0,0.0,72.0
2018-05-14 16:41:00,other,AESO 16:41mpt,Effective 16:41mpt AESO has declared an EEA1.,999.99,YES,999.99,0.0,2018-05-14 16:41:00,0.0,150.19,84.98084980849808,2018-05-14 19:18:00,157.0,877.8714444444443,751.7455000000008,9967.0,-532.0,-603.0,0.0,72.0
2018-05-14 17:46:00,online,Path 83,Path 83 back in service.,999.99,YES,999.99,0.0,2018-05-14 17:46:00,0.0,46.06,95.3939539395394,2018-05-14 20:25:00,159.0,952.725666666666,422.9761666666669,9898.0,-526.0,-529.0,1.0,0.0
2018-05-14 18:08:00,other,AESO,AESO has declared an EEA0.,999.99,YES,999.99,0.0,2018-05-14 18:08:00,0.0,46.06,95.3939539395394,2018-05-14 20:25:00,137.0,963.1133333333328,306.38472222222214,9691.0,-500.0,-509.0,9.0,0.0
2018-05-15 03:00:00,online,Battle 3,Battle River 3 on line.,27.18,NO,27.18,0.0,2018-05-15 03:00:00,0.0,27.18,0.0,2018-05-15 03:00:00,0.0,29.065611111111018,27.17999999999999,8302.0,-740.0,-427.0,-161.0,-152.0
2018-05-15 09:45:00,online,AESO,A supply shortfall is forecast starting at 12:00 on 2018-05-15. Any generating unit that is planning to start must notify the SC as soon as practical. Refer to the supply adequacy report on the AESO website.,848.0,YES,999.99,17.923349056603776,2018-05-15 12:00:00,135.0,824.31,2.793632075471708,2018-05-15 10:00:00,15.0,231.21950000000004,896.8383333333343,9425.0,-740.0,-430.0,-159.0,-152.0
2018-05-15 17:33:00,online,supply 18:00,A supply shortfall is no longer forecast for 18:00 on 2018-05-15.,989.25,YES,989.25,0.0,2018-05-15 17:33:00,0.0,46.05,95.34495830174374,2018-05-15 20:29:00,176.0,998.4691666666669,388.97233333333264,9938.0,-762.0,-422.0,-184.0,-155.0
2018-05-17 21:38:00,online,Keephills 1,Keephills 1 Online.,27.19,NO,27.19,0.0,2018-05-17 21:38:00,0.0,24.21,10.9599117322545,2018-05-18 00:10:00,152.0,31.26166666666664,26.635333333333307,9299.0,-1044.0,-658.0,-243.0,-144.0
2018-05-18 12:02:00,online,Sundance 4,Sundance #4 online.,31.74,NO,33.25,4.757403906742286,2018-05-18 14:24:00,142.0,31.74,0.0,2018-05-18 12:02:00,0.0,29.95305555555547,32.06455555555556,9662.0,-961.0,-586.0,-232.0,-144.0
2018-05-22 05:56:00,online,Sundance 6,Sundance 6 on line,27.18,NO,39.0,43.4878587196468,2018-05-22 08:11:00,135.0,27.18,0.0,2018-05-22 05:56:00,0.0,27.035277777777875,33.44333333333329,8377.0,-913.0,-562.0,-207.0,-144.0
2018-05-22 11:01:00,online,Battle 3,Battle River 3 on line,128.19,YES,905.63,606.4747640221547,2018-05-22 12:17:00,76.0,115.86,9.61853498712848,2018-05-22 12:00:00,59.0,51.126666666666765,545.599999999999,10113.0,-884.0,-516.0,-219.0,-152.0
2018-05-22 21:45:00,offline,Keephills 2,Keephills 2 Off line.,46.06,NO,52.5,13.981762917933116,2018-05-22 22:00:00,15.0,31.5,31.610942249240125,2018-05-23 00:44:00,179.0,58.059222222222274,38.20911111111119,9773.0,-865.0,-520.0,-193.0,-152.0
2018-05-24 22:02:00,offline,line 2,Sheerness 2 off line,33.26,NO,33.4,0.42092603728203226,2018-05-24 22:08:00,6.0,27.18,18.280216476247745,2018-05-25 00:00:00,118.0,31.316833333333346,30.21833333333338,9383.0,-694.0,-508.0,-188.0,0.0
2018-05-24 23:03:00,online,Keephills 2,Keephills #2 on line.,31.75,NO,31.75,0.0,2018-05-24 23:03:00,0.0,27.18,14.393700787401576,2018-05-25 00:00:00,57.0,31.921499999999995,28.359666666666676,9061.0,-710.0,-491.0,-221.0,0.0
2018-05-25 21:02:00,offline,Battle 3,Battle River 3 offline,31.75,NO,31.75,0.0,2018-05-25 21:02:00,0.0,26.98,15.02362204724409,2018-05-25 23:35:00,153.0,37.572611111111144,28.794555555555526,9590.0,-995.0,-627.0,-216.0,-152.0
2018-05-26 00:32:00,offline,other,Calgary Energy Centre offline,27.19,NO,31.0,14.012504597278408,2018-05-26 02:09:00,97.0,27.18,0.0367782272894468,2018-05-26 00:40:00,8.0,28.23377777777773,27.765222222222175,8868.0,-966.0,-603.0,-220.0,-144.0
2018-05-27 03:06:00,online,other,Supply Surplus in effect. Restatements to increase export interchange transactions are now permitted within the T-2 timeframe,0.0,NO,18.98,INF,2018-05-27 05:09:00,123.0,0.0,0,2018-05-27 03:06:00,0.0,15.70855555555558,13.497333333333339,8270.0,-1008.0,-627.0,-241.0,-144.0
2018-05-27 03:41:00,online,other,Supply Surplus is no longer in effect. Restatements to increase export interchange transactions within the T-2 timeframe are no longer permitted,14.51,NO,26.0,79.1867677463818,2018-05-27 06:23:00,162.0,14.51,0.0,2018-05-27 03:41:00,0.0,12.46966666666668,17.889888888888894,8270.0,-1008.0,-627.0,-241.0,-144.0
2018-05-28 00:01:00,online,Battle 3,Battle River 3 online,27.19,NO,27.19,0.0,2018-05-28 00:01:00,0.0,24.85,8.606105185730051,2018-05-28 02:18:00,137.0,32.4281666666666,26.123055555555577,8588.0,-908.0,-553.0,-211.0,-144.0
2018-05-29 01:41:00,offline,Battle 3,Battle River 3 off line,14.3,NO,18.2,27.27272727272727,2018-05-29 03:07:00,86.0,10.25,28.321678321678323,2018-05-29 02:17:00,36.0,21.957000000000033,15.725499999999998,8491.0,-1008.0,-623.0,-242.0,-142.0
2018-05-29 07:59:00,online,online 2,Sheerness 2 online,26.93,NO,27.19,0.9654660230226542,2018-05-29 08:22:00,23.0,26.93,0.0,2018-05-29 07:59:00,0.0,20.91466666666661,27.178611111111085,9079.0,-904.0,-623.0,-233.0,-47.0
2018-05-29 15:07:00,offline,other,Path83 Tripped out of service,33.0,NO,33.26,0.7878787878787818,2018-05-29 15:31:00,24.0,31.75,3.7878787878787845,2018-05-29 18:05:00,178.0,32.3935,33.20533333333337,9737.0,-691.0,-647.0,-46.0,0.0
2018-05-29 15:52:00,online,other,Path83 back in service,33.26,NO,33.26,0.0,2018-05-29 15:52:00,0.0,31.75,4.539987973541781,2018-05-29 18:05:00,133.0,32.909666666666695,32.861111111111114,9737.0,-691.0,-647.0,-46.0,0.0
2018-05-30 03:03:00,offline,Sundance 4,Sundance 4 off line,26.93,NO,27.18,0.9283327144448572,2018-05-30 03:26:00,23.0,26.93,0.0,2018-05-30 03:03:00,0.0,23.937777777777743,27.06138888888892,8205.0,-766.0,-559.0,-208.0,0.0
2018-05-30 09:16:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10am MDT for approximately 30 minutes. Users should log out of ADaMS for the duration of the outage. System Controllers will dispatch via phone. Updates to AESO Reports may be delayed.,31.74,NO,31.75,0.0315059861373701,2018-05-30 10:55:00,99.0,30.87,2.7410207939508435,2018-05-30 10:00:00,44.0,30.334611111111062,31.584166666666654,9504.0,-719.0,-552.0,-222.0,53.0
2018-05-30 12:17:00,maintenance,AESO,The AESO is doing planned system maintenance today at 13:10pm MDT for approximately 20 minutes. Users should log out of ADaMS for the duration of the outage. System Controllers will dispatch via phone. Updates to AESO Reports may be delayed.,31.75,NO,33.26,4.7559055118110205,2018-05-30 14:05:00,108.0,31.75,0.0,2018-05-30 12:17:00,0.0,31.584222222222206,32.68733333333342,9650.0,-788.0,-613.0,-227.0,53.0
2018-05-30 13:32:00,maintenance,AESO,The AESO is doing planned system maintenance today at 14:10 for approximately 20 minutes. ETS will be unavailable for the duration of the outage. Submissions and restatements will be delayed during this maintenance.,33.25,NO,33.26,0.030075187969913486,2018-05-30 14:05:00,33.0,31.75,4.511278195488721,2018-05-30 15:51:00,139.0,31.79238888888889,32.91405555555564,9669.0,-827.0,-627.0,-251.0,53.0
2018-05-31 12:19:00,maintenance,AESO,The AESO is doing planned system maintenance today at 13:10pm MDT for approximately 20 minutes. Users should log out of ADaMS for the duration of this outage. System Controllers will dispatch via phone. Updates to AESO Reports may be delayed.,31.75,NO,32.13,1.196850393700788,2018-05-31 13:00:00,41.0,31.75,0.0,2018-05-31 12:19:00,0.0,31.74672222222222,31.754222222222225,9543.0,-743.0,-574.0,-216.0,47.0
2018-06-03 19:00:00,offline,Genesee 2,Genesee 2 off line,27.18,NO,31.04,14.201618837380426,2018-06-03 19:04:00,4.0,24.52,9.786607799852831,2018-06-03 21:10:00,130.0,29.984888888888857,26.744388888888952,9251.0,-960.0,-658.0,-253.0,-49.0
2018-06-03 22:38:00,online,Genesee 2,Genesee 2 on line,20.71,NO,27.17,31.19266055045873,2018-06-03 23:00:00,22.0,0.0,100.0,2018-06-04 01:07:00,149.0,25.05105555555555,11.712944444444455,9021.0,-1058.0,-655.0,-257.0,-144.0
2018-06-04 01:16:00,online,other,Supply Surplus in effect. Restatements to increase export interchange transactions are now permitted within the T-2 timeframe,0.0,NO,25.75,INF,2018-06-04 03:25:00,129.0,0.0,0,2018-06-04 01:16:00,0.0,14.329722222222198,7.441833333333331,8233.0,-853.0,-522.0,-208.0,-125.0
2018-06-04 01:17:00,online,Restatements zero,Supply Surplus in effect. Restatements to reduce zero dollar block volume are now permitted within the T-2 timeframe,0.0,NO,25.75,INF,2018-06-04 03:25:00,128.0,0.0,0,2018-06-04 01:17:00,0.0,14.202444444444422,7.52522222222222,8233.0,-853.0,-522.0,-208.0,-125.0
2018-06-04 03:04:00,online,other,Supply Surplus is no longer in effect. Restatements to increase export interchange transactions within the T-2 timeframe are no longer permitted,15.0,NO,25.75,71.66666666666666,2018-06-04 03:25:00,21.0,10.25,31.666666666666664,2018-06-04 05:00:00,116.0,3.241833333333332,16.42672222222227,8086.0,-692.0,-532.0,-121.0,-39.0
2018-06-04 03:05:00,online,Restatements zero,Supply Surplus is no longer in effect. Restatements to reduce zero block volumes within the T-2 timeframe are no longer permitted.,15.0,NO,25.75,71.66666666666666,2018-06-04 03:25:00,20.0,10.25,31.666666666666664,2018-06-04 05:00:00,115.0,3.2682222222222213,16.454666666666714,8086.0,-692.0,-532.0,-121.0,-39.0
2018-06-04 10:07:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10 for approximately 20 minutes. ETS will be unavailable for the duration of the outage. Submissions and restatements will be delayed during this maintenance.,25.85,NO,25.85,0.0,2018-06-04 10:07:00,0.0,25.5,1.3539651837524258,2018-06-04 13:00:00,173.0,26.29755555555557,25.836388888888866,9678.0,-889.0,-591.0,-230.0,-69.0
2018-06-04 17:57:00,offline,other,MacKay River offline.,25.45,NO,25.45,0.0,2018-06-04 17:57:00,0.0,19.28,24.243614931237712,2018-06-04 20:00:00,123.0,25.459944444444393,20.365722222222306,9824.0,-830.0,-580.0,-246.0,0.0
2018-06-08 22:04:00,offline,Keephills 1,Keephills #1 offline.,46.01,NO,46.01,0.0,2018-06-08 22:04:00,0.0,31.0,32.62334275157575,2018-06-09 00:19:00,135.0,45.69661111111117,39.653222222222226,9624.0,-608.0,-408.0,-154.0,-47.0
2018-06-11 09:50:00,maintenance,Users 5,The AESO is doing system maintenance today at 10:10am MDT for approx 20 mins. ADaMS will be unavailable for the outage and controllers will dispatch via phone. Users may be logged out of ETS for 5 mins and updates to AESO Reports may be delayed.,27.18,NO,33.25,22.33259749816041,2018-06-11 11:41:00,111.0,27.18,0.0,2018-06-11 09:50:00,0.0,26.819444444444418,30.29955555555547,9748.0,-966.0,-648.0,-244.0,-76.0
2018-06-12 08:03:00,online,Keephills 1,Keephills #1 on line.,24.8,NO,31.0,25.0,2018-06-12 09:10:00,67.0,22.42,9.596774193548384,2018-06-12 08:18:00,15.0,21.434500000000018,26.87372222222214,9337.0,-984.0,-720.0,-188.0,-76.0
2018-06-12 08:24:00,offline,Keephills 1,Keephills #1 off line.,22.42,NO,31.0,38.26940231935772,2018-06-12 09:10:00,46.0,22.42,0.0,2018-06-12 08:24:00,0.0,21.70338888888892,27.24416666666661,9337.0,-984.0,-720.0,-188.0,-76.0
2018-06-12 10:15:00,online,Keephills 1,Keephills #1 on line.,27.19,NO,28.35,4.266274365575584,2018-06-12 10:17:00,2.0,27.19,0.0,2018-06-12 10:15:00,0.0,24.915944444444378,27.25444444444442,9541.0,-562.0,-302.0,-184.0,-76.0
2018-06-13 03:35:00,offline,Keephills 1,Keephills 1 off line.,20.0,NO,31.74,58.699999999999996,2018-06-13 06:12:00,157.0,20.0,0.0,2018-06-13 03:35:00,0.0,21.88666666666667,27.191444444444375,8341.0,-846.0,-522.0,-246.0,-76.0
2018-06-13 13:57:00,online,HR Milner,H R Milner online.,32.45,NO,33.26,2.4961479198767123,2018-06-13 15:00:00,63.0,32.45,0.0,2018-06-13 13:57:00,0.0,32.35749999999996,33.140944444444585,9898.0,-863.0,-563.0,-225.0,-76.0
2018-06-13 19:35:00,online,Keephills 1,Keephills 1 on line.,29.96,NO,29.96,0.0,2018-06-13 19:35:00,0.0,25.15,16.0547396528705,2018-06-13 21:00:00,85.0,31.97272222222219,26.897666666666698,9602.0,-541.0,-235.0,-230.0,-76.0
2018-06-14 05:00:00,offline,line 2,Sheerness 2 off line.,30.8,NO,44.95,45.94155844155845,2018-06-14 07:38:00,158.0,30.8,0.0,2018-06-14 05:00:00,0.0,27.580611111111143,34.22488888888883,8517.0,-729.0,-371.0,-282.0,-76.0
2018-06-14 07:12:00,offline,Keephills 1,Keephills 1 off line.,31.74,NO,46.06,45.11657214870828,2018-06-14 09:01:00,109.0,31.74,0.0,2018-06-14 07:12:00,0.0,30.660611111111034,43.336944444444434,9261.0,-797.0,-417.0,-304.0,-76.0
2018-06-14 09:42:00,maintenance,Users 5,The AESO is doing system maintenance today at 10:10am MDT for approx 20 mins. ADaMS will be unavailable for the outage and controllers will dispatch via phone. Users may be logged out of ETS for 5 mins and updates to AESO Reports may be delayed.,46.0,NO,46.06,0.13043478260870156,2018-06-14 10:00:00,18.0,41.43,9.934782608695658,2018-06-14 10:04:00,22.0,41.31888888888892,41.833444444444545,9710.0,-854.0,-481.0,-299.0,-76.0
2018-06-14 16:33:00,online,Keephills 1,Keephills 1 on line.,46.06,YES,744.25,1515.8271819366043,2018-06-14 17:00:00,27.0,31.75,31.06817194963092,2018-06-14 18:41:00,128.0,39.97844444444458,100.05061111111095,9932.0,-925.0,-601.0,-240.0,-76.0
2018-06-14 21:27:00,online,Sheerness 2,Sheerness #2 online.,41.43,NO,41.43,0.0,2018-06-14 21:27:00,0.0,31.5,23.96813902968863,2018-06-15 00:18:00,171.0,36.45288888888885,34.09227777777783,9308.0,-593.0,-304.0,-289.0,-2.0
2018-06-14 21:29:00,offline,Sheerness 2,Sheerness #2 offline.,41.43,NO,41.43,0.0,2018-06-14 21:29:00,0.0,31.5,23.96813902968863,2018-06-15 00:18:00,169.0,36.54366666666663,33.981944444444494,9308.0,-593.0,-304.0,-289.0,-2.0
2018-06-14 22:50:00,online,Sheerness 2,Sheerness #2 online.,33.26,NO,35.0,5.231509320505112,2018-06-14 23:00:00,10.0,27.19,18.25015033072759,2018-06-15 01:26:00,156.0,37.95438888888897,30.76744444444438,9228.0,-606.0,-313.0,-290.0,0.0
